nestid,date,status,nest_quality,egg_n,chick_n,ch1_size,ch2_size,n_neighbors,observer,proofed,notes
solo45,1/3/2022,BR,FBN,1,1,OR1,,0,SEW,1,
solo44,1/3/2022,BR,FBN,0,2,OR2,OR2,0,SEW,1,
solo43,1/3/2022,INC,FBN,9,9,,,0,SEW,1,
solo48,1/3/2022,BR,FBN,0,1,GF1,,1,SEW,1,
solo5,1/3/2022,BR,FBN,0,2,GF1,OR1?,2,SEW,1,Neighbor SLEEPING ON A PBN
solo21,1/3/2022,BR,,0,1,OR2,,,SEW,1,
solo20,1/3/2022,BR,,0,1,GF1,,,SEW,1,
solo3,1/2/2022,BR,WBN,0,2,OR2,OR1,0,DK,1,"CH2 hard to size, way up there"
solo38,1/2/2022,BR,FBN,0,1,GF2,,0,DK,1,
solo40,1/2/2022,BR,WBN,0,2,OR2,OR1,0,DK,1,"1 NBR in PBN, noncommital though"
solo22,1/2/2022,BR,FBN,0,1,MEL1,,0,DK,1,tape looks good!
solo8,1/2/2022,G,FBN,0,1,PA+,,1,DK,1,"tape was placed off-center, white paint circle there but faint"
solo6,1/2/2022,G,PBN,0,2,MEL2,MEL2,3,DK,1,"marked both today. 1 P/PBN NBR, 1 P/FBN NBR, 1 SLP in SC"
solo17,1/2/2022,BR,PBN,0,1,PA+,,0,DK,1,"NBR SLP on ground, didn't count"
solo23,1/2/2022,BR,FBN,0,1,PA,,0,DK,1,marked
solo25,1/2/2022,BR,FBN,0,1,MEL2,,0,DK,1,CH borderline PA. marked
solo24,1/2/2022,BR,WBN,0,1,OR1,,0,DK,1,"CH hard to see, def either OR1 or OR2"
solo26,1/2/2022,BR,PBN,0,2,MEL1,OR1,1,DK,1,"looks like only CH1 (MEL1?) is being fed. CH2 looks OR2 or OR1. both hard to see, sizes approximate. Tape looks ok on CH1."
solo35,1/3/2022,BR,WBN,9,8,OR1,,0,DK,1,
solo37,1/3/2022,BR,PBN,0,2,MEL2,GF1,2,DK,1,"1 NBR P/FBN, 1 P/PBN. White paint X on CH1 still visible. Basically no nest, pebbles strewn everywhere"
solo47,1/3/2022,BR,FBN,0,1,GF1,,0,DK,1,marked
solo33,1/3/2022,FAIL,WBN,0,0,,,0,DK,1,adult SLP outside MT nest :(
solo38,1/3/2022,BR,FBN,0,1,MEL2,,0,DK,1,marked
solo34,1/3/2022,BR,FBN,0,1,PA+,,0,DK,1,"lots of pebbles involved in nest, but flattened out instead of in an actual nest shape"
solo35,1/5/2022,BR,WBN,0,1,OR2,,0,DK,1,skua NBR
solo37,1/5/2022,BR,PBN,0,1,PA+,,1,DK,1,surviving CH has WP X mark on tape
solo1,1/5/2022,FBN,FBN,0,0,,,1,DK,1,"not going to start checking again, but interesting that he's still here"
solo38,1/5/2022,BR,,0,1,,,0,DK,1,"just a tape check, looked good"
solo22,1/5/2022,BR,PBN,0,1,MEL1,,0,DK,1,
solo32,1/5/2022,CR?,PBN,0,9,,,0,DK,1,"MT nest, AD SLP. Did NOT get to mark this chick. Thought CR? Because it was pretty big, but maybe this is not the assumption I should be making"
solo31,1/5/2022,P/BR,WBN,0,1,LEM,,0,DK,1,LEM actually a LIME
solo29,1/5/2022,BR,FBN,0,1,GF2,,0,DK,1,marked
solo5,1/6/2022,BR,FBN,0,2,MEL1,GF1,0,DK,1,GF1 is small GF1. Marked both
solo48,1/6/2022,BR,FBN,0,1,GF2,,0,DK,1,Marked. Maybe small MEL1
solo21,1/6/2022,G,SC,0,1,PA,,0,DK,1,"nest structure annihilated. Marked this chick, which was wandering a lot around the territory and very independent"
solo20,1/6/2022,G,FBN,0,1,PA+,,0,DK,1,tape looks OK
solo3,1/6/2022,BR,WBN,0,2,MEL1,GF1,0,DK,1,marked
solo34,1/6/2022,BR,PBN,0,1,PA+,,0,DK,1,
solo38,1/6/2022,BR,SC,0,1,MEL2,,0,DK,1,
solo47,1/6/2022,BR,PBN,0,1,MEL1,,0,DK,1,"BR pretty tight, size approximate"
solo40,1/6/2022,BR,FBN,0,2,MEL1,GF1,1,DK,1,marked
solo22,1/6/2022,G,PBN,0,1,PA+,,0,DK,1,tape looks OK
solo14,1/6/2022,BR,PBN,0,1,MEL2,,0,DK,1,marked
solo26,1/6/2022,BR,SC,0,2,PA,GF1,1,DK,1,re-marked CH1 & marked CH2
solo31,1/6/2022,BR,WBN,0,1,LEM,,0,SEW,1,chick looks bald
solo32,1/6/2022,STD,FBN,0,0,,,0,SEW,1,
solo41,1/6/2022,UNK,SC,0,0,,,0,SEW,1,"FLAG OUT, MT NEST"
solo42,1/6/2022,FAIL,WBN,0,0,,,0,MLE,1,PAIR-ISH? BUT BOTH LOOK MALE?
solo29,1/6/2022,BR,PBN,0,1,GF2,,0,MLE,1,
solo6,1/6/2022,G,PBN,0,2,PA+,PA,3,MLE,1,3 OCCUPIED TERR PLUS A STD
solo30,1/6/2022,BR,WBN,0,2,OR1,OR1,0,MLE,1,
solo8,1/6/2022,CR,UNK,0,1,,,NA,MLE,1,"DIDN'T GO UP TO NEST, COULD SEE MARKED CH IN ADJ. SUBCOL AT DISTANCE"
solo39,1/7/2022,P/UNK,PBN,0,0,,,0,DK,1,"saw paired bird arrive & greet bird on MT nest, they LHVd. Dead fresh-ish chick 0.5m from nest, but no idea if it was one of the chicks from the nest or just fell down the slope a ways. They might have creched but might have also fallen down the cliff and died?"
solo35,1/7/2022,BR,WBN,0,1,OR2,,0,DK,1,FEEDING STAINS. CHICK LOOKED DEAD WHEN I GOT THERE BUT IS SOMEWHAT MOVING. LOOKS SKINNY
solo37,1/7/2022,BR,SC,0,1,PA+,,3,DK,1,NO NEST
solo17,1/7/2022,CR,SC,0,1,PA+,,0,DK,1,"MT nest. CH ""CR"" in a pair at subcolony edge, traveled on mostly flat/slight uphill incline to get to subcol. Lots of larger CR nearby but didn't seem inclined to budge over and join one"
solo23,1/7/2022,CR,SC,0,1,PA,,0,DK,1,AD on nest. Tape and DT circle both visible! CH CR in a 3-CH CR at subcol edge which became 4-CH large as I watched. CH had to go up the hill to the nearest subcol to CR but apparently managed to do it!
solo21,1/7/2022,UNK,SC,0,0,,,0,DK,1,"saw as I passed AD on SC but no CH in nest, didn't have time to look for it in a CR"
solo20,1/7/2022,BR,UNK,0,1,,,0,DK,1,"quick tape check, looks fine"
solo48,1/7/2022,BR,UNK,0,1,,,0,DK,1,"quick tape check, looks fine"
solo24,1/7/2022,FAIL,,0,0,,,,MLE,1,empty
solo25,1/7/2022,G,FBN,0,1,PA+,,0,MLE,1,"tape seen, looked okay"
solo14,1/7/2022,BR,PBN,0,1,MEL2,,2,MLE,1,
solo29,1/10/2022,BR,SNOW,0,1,GF1,,0,MLE,1,GF1+
solo30,1/10/2022,BR,SNOW,0,2,OR1,OR1,0,MLE,1,
solo42,1/10/2022,FAIL,,0,0,,,,MLE,1,empty
solo6,1/10/2022,CR,SNOW,0,2,PA+,PA+,4,MLE,1,"snowed in all around, some neighbors just STD. Ch w/ X mark uphill from nest in snowfield - recently left by AD? Blank Ch in subcol downhill STD alone but CR around. AD goes to nest spot, Evs then calls and both CHX come back to nest"
solo8,1/10/2022,CR,UNK,0,1,PA++,,2,MLE,1,"back at nest spot solo, pair of goons then just one in nest spot above, EV, not interacting with CH"
solo31,1/10/2022,FBN,,0,0,,,0,SEW,1,EVing
solo29,1/10/2022,BR,UNK,0,1,MEL2,,0,SEW,1,Tape visible
solo48,1/10/2022,BR,UNK,0,1,MEL1,,0,SEW,1,
solo5,1/10/2022,BR,UNK,0,1,MEL1,,1,SEW,1,
solo38,1/10/2022,CR?,PBN,0,9,,,0,DK,1,"looked for chick in creches around for 10 mins but lots of hard-to-see angles, don't think I saw every chick's back but did see many of them and couldn't find tape"
solo40,1/10/2022,BR,FBN,0,2,MEL1,GF1,0,DK,1,AD got short flippers
solo22,1/10/2022,CR,SC,0,1,,,0,DK,1,"no Ads nearby, was hard to get good size on chick. This chick creched slightly uphill to subcol 17, rather than to 9-9a which is marginally closer and over flatter terrain. Chick looked a little small in relation to the others, but was in a 16-chick creche pile 3 np in"
solo3,1/10/2022,BR,FBN,0,2,GF2,,0,DK,1,"tape check, looks good"
solo45,1/12/2022,BR,FBN,0,1,GF2,,1,DK,1,need to come back and mark
solo44,1/12/2022,UNK,SC,0,0,,,0,DK,1,"nobody home, suspect CR? Last check was longer ago than it should've been. The ""neighbor"" a little over 3m away from this nest is loosely guarding its chicks, which look creched"
solo43,1/12/2022,UNK,WBN,0,0,,,0,DK,1,"AD is home and maintaining nest pebbles, but no CH in nest. 1 goon STD nearby but doesn't look like actual territory occupant"
solo5,1/12/2022,CR,FBN,0,1,PA,DEAD,1,DK,1,"blank-marked CH dead in nest, no AD home. Other CH ""CR"" over flat/slightly downhill terrain to ~10m-away larger subcolony, not the little 6-nest subcol island. Didn't technically CR as in in a group with 2 other CHs, just in a ""CR"" of 1 by itself loitering at 2NP within the subcol edge, but within the subcolony there are many single CHX standing around looking creched too, so maybe that's just the vibe today. looks pretty clean, so must have left the nest recently. looks on smaller end compared to other CHX in the subcol, but not too bad."
solo48,1/12/2022,CR?,SC,0,9,,,0,DK,1,"looked for this one for 5-10 mins but couldn’t see tape, but didn't have binos due to UAV and a skua was terrorizing the CHX so couldn't get too close"
solo41,1/10/2022,UNK,,9,9,,,,SEW,1,"looked for chick in creche for 20 min but not spotted in 39, 40, or 38. "
solo37,1/13/2022,G,SC,0,1,PA+,,2,SEW,1,Chick looking quite cozy at nest with AD. Tape seen
solo47,1/13/2022,G,PBN,0,1,PA,,0,SEW,1,Tape looking good
solo38,1/13/2022,CR?,MT,0,9,,,,SEW,1,Looked for 15 minutes for chick in CR 
solo34,1/13/2022,CR,SC,0,1,,,,SEW,1,"uphill moderate slope (22 deg), 10 m from nest with a loose 14 chick CR. "
solo26,1/13/2022,CR,SC,0,8,GF2,,,MLE,1,"downhill steep slope (31 deg), 5 m from nest in a tight CR of 13 chx. Other ch could have been in same CR, couldn't see all the backs. Mark seen with stripe"
solo45,1/13/2022,BR,FBN,0,1,MEL1,,0,DK,1,"marked. Was feeding, saw 2 regurgs of 100% krill. Marked w/blank tab"
solo44,1/13/2022,UNK,SC,0,9,,,0,DK,1,"nobody home yesterday, but today saw a PA CH chilling at the nest with an AD STD SLP next to it. Suspicious?"
solo43,1/13/2022,UNK,PBN,0,9,,,0,DK,1,"AD EV at nest, but then walked away?"
solo14,1/13/2022,CR?,SC,0,9,,,0,DK,1,"looked for CH for 15 mins, couldn't find"
solo25,1/13/2022,CR?,SC,0,9,,,0,DK,1,nobody home
solo5,1/13/2022,CR,,0,1,PA,,2,DK,1,CR CH seen yesterday in CR is back at nest SLP on top of dead sibling
solo3,1/13/2022,G,FBN,0,2,MEL2,GF1,0,DK,1,
solo30,1/13/2022,UNK,PBN,0,9,,,0,DK,1,"nobody home, suspect FAIL?"
solo6,1/13/2022,CR,SC,0,2,PA+,PA+,3,DK,1,"both CH seen in a CR of 10 CHX. CH1 with blank tape -- tape is coming off and looks like it would be completely off with a few good pulls. CH2 with ""X"" tape -- looks good and still secure. Chicks creched over nearly entirely flat terrain (maybe the slightest bit downhill but as flat as Croz gets). siblings were next to ea other in creche."
solo20,1/13/2022,CR,,0,1,PA+,,0,DK,1,"creched over roughly flat terrain, was seen STD by itself at SCOL edge"
solo21,1/13/2022,CR?,SC,0,9,,,0,DK,1,"looked for 10mins, lots of creches nearby"
solo48,1/13/2022,CR?,SC,0,9,,,0,DK,1,
solo45,1/17/2022,CR?,SC,0,9,,,0,DK,1,"looked for 20mins couldn't find, lots of CR nearby & also a blood stain right outside the nest that probably doesn't mean anything"
solo14,1/17/2022,CR,SC,0,1,PA+,,0,DK,1,"downhill moderate slope from nest, in loose CR of 25 CHX, all p spread out b/c hot day. Marked CH STD at near edge of both the CR and the SCOL"
solo3,1/17/2022,CR,SC,0,8,MEL2,,0,DK,1,"saw duct-tape ""="" marked CH SLP in loose 13-CH CR, which was itself part of a larger conglomerate of CHX spanning 1/2 of subcolony 23. CH on near subcol's edge and creched over flat terrain. Looked for blank-marked chick for 10mins but couldn't find, suspect (if it was the smaller one) may have failed"
solo40,1/17/2022,UNK,PBN,0,9,,,1,DK,1,"AD at nest, no chicks to be seen. Looked for 15 mins couldn't find them, suspect maybe they failed"
solo38,1/17/2022,CR?,SC,0,9,,,0,DK,1,looked for 20mins couldn't find. Lots and lots and LOTS of CR around in every direction
solo35,1/17/2022,UNK,SC,0,9,,,0,DK,1,chick was never marked. Nobody home. Last check was 1/10 with a BR OR2
solo34,1/10/2022,CR?,SC,0,9,,,0,DK,1,"nobody home, looked for 15mins couldn't find"
solo20,1/10/2022,CR,PBN,0,1,PA+,,0,DK,1,"AD at nest. CH CR up slight incline to closest SCOL in an 11-CH CR, seen at SCOL edge again"
solo21,1/10/2022,CR?,SC,0,9,,,0,DK,1,AD on a scoop with some sad pebbles. Looked for 10 mins couldn't find
